NAME,state,B01003_001E,B01002_001E,B19301_001E,B17001_002E
Las Marías Municipio,Puerto Rico,9699,37.3,7000,5563
Añasco Municipio,Puerto Rico,29086,39.4,7892,14599
San Sebastián Municipio,Puerto Rico,41798,39.7,7174,22961
Bayamón Municipio,Puerto Rico,204725,38.6,12648,70734
Cataño Municipio,Puerto Rico,27669,35.6,10567,13563
Guánica Municipio,Puerto Rico,19019,37.4,6731,12000
Mayagüez Municipio,Puerto Rico,87161,37.6,9591,44034
Autauga County,Alabama,54907,37.5,24571,6615
Baldwin County,Alabama,187114,41.5,26766,25752
Barbour County,Alabama,27321,38.3,16829,6512
Bibb County,Alabama,22754,39.4,17427,3898
Blount County,Alabama,57623,39.6,20730,9023
Bullock County,Alabama,10746,39.6,18628,2211
Butler County,Alabama,20624,40.6,17403,5776
Calhoun County,Alabama,117714,38.7,20828,25105
Chambers County,Alabama,34145,42.4,19291,8114
Cherokee County,Alabama,26034,45,22030,5415
Chilton County,Alabama,43744,38,20701,8443
Choctaw County,Alabama,13687,44.2,20323,2904
Clarke County,Alabama,25573,40.3,18979,7416
Clay County,Alabama,13703,42.1,18694,2540
Cleburne County,Alabama,14945,41.3,19108,2728
Coffee County,Alabama,50468,37.8,23380,9238
Colbert County,Alabama,54456,41.7,21572,9651
Conecuh County,Alabama,13104,43.2,15605,4264
Coosa County,Alabama,11198,44.7,18493,2280
Covington County,Alabama,37847,42.4,20391,7446
Crenshaw County,Alabama,13955,40.6,21343,2621
Cullman County,Alabama,80499,40.4,20760,14903
Dale County,Alabama,50102,36.1,22685,8448
Dallas County,Alabama,43091,38,17245,15143
DeKalb County,Alabama,71076,38.8,18149,13966
Elmore County,Alabama,79895,37.8,23856,9930
Escambia County,Alabama,38169,39.4,16540,9087
Etowah County,Alabama,104260,40.3,20204,19507
Fayette County,Alabama,17110,43.5,18494,3349
Franklin County,Alabama,31666,38.3,18888,6848
Geneva County,Alabama,26791,41.9,20199,5591
Greene County,Alabama,8934,42.4,14930,2923
Hale County,Alabama,15594,40.7,18812,4065
Henry County,Alabama,17308,42.7,21924,2452
Houston County,Alabama,102326,38.6,23316,18238
Jackson County,Alabama,53171,42,20486,8397
Jefferson County,Alabama,658552,37.2,26906,115966
Lamar County,Alabama,14396,42.9,19026,3170
Lauderdale County,Alabama,92666,40.8,23510,15594
Lawrence County,Alabama,34009,41.2,20181,5923
Lee County,Alabama,144405,29.9,23506,30605
Limestone County,Alabama,85264,38.5,25020,11933
Lowndes County,Alabama,11086,41,18368,2937
Macon County,Alabama,20803,36.8,16826,5066
Madison County,Alabama,339279,37.4,31933,42565
Marengo County,Alabama,20669,41.8,22072,4913
Marion County,Alabama,30615,43.5,19576,6196
Marshall County,Alabama,93699,38.4,20382,18046
Mobile County,Alabama,413188,36.7,22501,79994
Monroe County,Alabama,22778,40.4,15749,6452
Montgomery County,Alabama,228980,34.8,24975,46855
Morgan County,Alabama,119673,39,23764,18564
Perry County,Alabama,10390,35.8,13716,2469
Pickens County,Alabama,19516,42.1,17153,5213
Pike County,Alabama,32977,31.6,19715,8563
Randolph County,Alabama,22819,41.5,19830,5437
Russell County,Alabama,55544,35.2,19678,12076
St. Clair County,Alabama,84521,38.9,23872,12527
Shelby County,Alabama,198366,37.3,33313,15538
Sumter County,Alabama,13552,37.2,14156,4958
Talladega County,Alabama,81845,40,19410,17989
Tallapoosa County,Alabama,41428,42,21434,8071
Tuscaloosa County,Alabama,196824,31.4,22637,35293
Walker County,Alabama,66622,41.8,20698,13688
Washington County,Alabama,17284,39.8,20395,3132
Wilcox County,Alabama,11531,39,13379,4400
Winston County,Alabama,24342,43.6,18995,5699
Aleutians East Borough,Alaska,3141,41.4,26535,523
Douglas County,Georgia,133486,35.3,23626,21227
Early County,Georgia,10787,39.4,17579,3324
Echols County,Georgia,4053,30.5,15861,1270
Effingham County,Georgia,52961,36,24824,5877
Elbert County,Georgia,19907,41.5,18835,4010
Emanuel County,Georgia,22669,37.1,17064,6396
Evans County,Georgia,10902,35.6,18998,2861
Fannin County,Georgia,23614,48.9,19164,5376
Fayette County,Georgia,107105,42.7,35344,8138
Floyd County,Georgia,96147,38,20500,19343
Forsyth County,Georgia,182916,37.3,34582,13836
Franklin County,Georgia,21998,40.2,18234,4024
Fulton County,Georgia,948554,34.3,36757,161757
Gilmer County,Georgia,28308,43.5,21317,6046
Glascock County,Georgia,3094,39.9,17984,641
Glynn County,Georgia,80280,40.1,26724,15148
Gordon County,Georgia,55409,36.3,19177,11415
Grady County,Georgia,25143,38.4,15734,7443
Greene County,Georgia,16091,46.9,27828,3547
Gwinnett County,Georgia,825911,34,25932,113986
Habersham County,Georgia,43181,38.7,18910,8415
Hall County,Georgia,182841,34.9,23645,33538
Hancock County,Georgia,9233,42.7,12381,2323
Haralson County,Georgia,28594,39.8,19789,6403
Harris County,Georgia,32267,42.5,31482,2542
Hart County,Georgia,25348,42.9,20371,6255
Heard County,Georgia,11708,39.9,18964,2813
Henry County,Georgia,206349,35.6,25299,22834
Houston County,Georgia,143205,34.4,25195,21483
Irwin County,Georgia,9571,37.6,18207,1872
Jackson County,Georgia,60577,37.5,23247,9540
Jasper County,Georgia,13748,37.9,21297,2955
Jeff Davis County,Georgia,15042,35.9,17684,3648
Jefferson County,Georgia,16696,38,14757,5073
Jenkins County,Georgia,8642,40,17565,2503
Johnson County,Georgia,9903,40.6,16807,2006
Jones County,Georgia,28650,38.5,24485,4699
Lamar County,Georgia,18139,38.1,18800,3202
Lanier County,Georgia,10250,33.9,17264,2636
Laurens County,Georgia,48203,38.2,18625,11617
Lee County,Georgia,28631,36.1,26357,3062
Liberty County,Georgia,64899,27.4,20791,11687
Lincoln County,Georgia,7894,45.7,20641,2071
Long County,Georgia,15285,29.9,17158,2895
Lowndes County,Georgia,111334,29.5,18897,25952
Lumpkin County,Georgia,30428,36.1,20908,5228
McDuffie County,Georgia,21697,38.4,17922,4724
McIntosh County,Georgia,14142,43.8,21484,2084
Macon County,Georgia,14455,39.4,13865,3791
Madison County,Georgia,28044,39.1,19939,4980
Marion County,Georgia,8673,40.8,17479,1758
Meriwether County,Georgia,21695,42.1,18821,4449
Miller County,Georgia,6054,42.3,19674,1354
Mitchell County,Georgia,23340,37.2,15694,5528
Monroe County,Georgia,26613,41.1,22888,3259
Montgomery County,Georgia,9050,37.8,16460,2023
Morgan County,Georgia,17870,41.2,25933,2716
Murray County,Georgia,39504,36.9,16449,8755
Muscogee County,Georgia,194949,33.3,22856,35819
Newton County,Georgia,100808,34.9,21484,15051
Oconee County,Georgia,33240,39.1,33801,3069
Oglethorpe County,Georgia,14730,41.9,20493,2396
Paulding County,Georgia,143845,34.4,24168,16303
Peach County,Georgia,27481,33.6,19431,6133
Pickens County,Georgia,29486,42.8,26686,3457
Pierce County,Georgia,18774,38.7,20001,3808
Pike County,Georgia,17807,38.4,22191,1950
Polk County,Georgia,41308,37.3,18336,9528
Pulaski County,Georgia,11775,42.1,17781,1608
Putnam County,Georgia,21241,44.6,26321,2934
Quitman County,Georgia,2396,42.8,14201,632
Rabun County,Georgia,16271,46.4,22260,3468
Randolph County,Georgia,7498,43.9,18094,1826
Richmond County,Georgia,201081,33.2,20526,48412
Rockdale County,Georgia,85650,37.1,23461,12473
Schley County,Georgia,5017,40,19037,1114
Screven County,Georgia,14455,40.1,18640,3795
Seminole County,Georgia,8831,44,17641,2268
Spalding County,Georgia,64011,37.2,19783,13491
Stephens County,Georgia,25910,40.7,18557,4923
Stewart County,Georgia,6007,38.3,13238,1558
Sumter County,Georgia,32099,34.3,17879,9693
Talbot County,Georgia,6689,46.3,16993,1450
Taliaferro County,Georgia,1766,42.5,14381,523
Tattnall County,Georgia,25343,36.1,15280,5579
Taylor County,Georgia,8595,40.7,17078,2343
Telfair County,Georgia,16391,39.4,12489,3835
Terrell County,Georgia,9246,41,16836,2813
Thomas County,Georgia,44692,39.1,19983,11588
Tift County,Georgia,40537,34.4,18933,10878
Toombs County,Georgia,27229,35.9,18716,7243
Towns County,Georgia,10551,51.7,20419,1593
Treutlen County,Georgia,6817,38.7,19410,1642
Troup County,Georgia,67776,36.1,21443,15600
Turner County,Georgia,8637,40.2,17609,1833
Twiggs County,Georgia,8808,45.2,17952,2500
Union County,Georgia,21399,51.7,22156,3708
Upson County,Georgia,26918,42.1,17978,5407
Walker County,Georgia,68481,40,20865,11157
Walton County,Georgia,84397,37.9,22824,11494
Ware County,Georgia,36008,38.2,18842,8111
Warren County,Georgia,5706,43.4,17884,1774
Washington County,Georgia,20982,39.1,17515,4852
Wayne County,Georgia,30187,37.4,17270,6345
Webster County,Georgia,2769,39.7,19082,620
Wheeler County,Georgia,7746,36.7,8948,1323
White County,Georgia,27400,43,22059,5400
Whitfield County,Georgia,102556,34.3,19497,20716
Wilcox County,Georgia,9110,40,13228,1957
Wilkes County,Georgia,10265,43.8,17120,2746
Wilkinson County,Georgia,9520,40.8,17228,2008
Worth County,Georgia,21670,39.6,18551,4337
Hawaii County,Hawaii,187044,40.7,24635,33720
Honolulu County,Hawaii,964678,37.4,30361,91904
Kalawao County,Hawaii,71,53.8,45515,10
Kauai County,Hawaii,67872,41.6,26658,7481
Maui County,Hawaii,156633,39.8,29517,16416
Ada County,Idaho,401673,35.2,27452,51562
Adams County,Idaho,3937,51,21555,641
Bannock County,Idaho,83091,32.1,21327,12551
Bear Lake County,Idaho,5957,40.1,21853,763
Benewah County,Idaho,9186,45.3,20198,1330
Bingham County,Idaho,45485,32.3,18872,6860
Blaine County,Idaho,21294,41.6,35524,1758
Boise County,Idaho,6944,49.6,24324,1170
Bonner County,Idaho,40743,46,23221,6099
Aleutians West Census Area,Alaska,5538,38.6,31790,488
Anchorage Municipality,Alaska,295237,32.8,36214,22874
Bethel Census Area,Alaska,17356,26.2,18497,3880
Bristol Bay Borough,Alaska,933,40.9,37024,73
Denali Borough,Alaska,2020,39.2,35295,219
Dillingham Census Area,Alaska,4923,28.7,21498,886
Fairbanks North Star Borough,Alaska,98656,30.7,32143,7992
Haines Borough,Alaska,2546,44,31096,196
Hoonah-Angoon Census Area,Alaska,2141,46.4,28806,318
Juneau City and Borough,Alaska,31897,37.3,37558,1931
Kenai Peninsula Borough,Alaska,56163,40.7,31256,4728
Ketchikan Gateway Borough,Alaska,13595,38.7,31589,1363
Kodiak Island Borough,Alaska,13850,31.9,28562,1577
Lake and Peninsula Borough,Alaska,1454,29.8,21616,305
Matanuska-Susitna Borough,Alaska,91519,34.7,29534,8897
Nome Census Area,Alaska,9695,27.9,20271,2614
North Slope Borough,Alaska,9484,33.5,46457,964
Northwest Arctic Borough,Alaska,7624,25.7,21461,1662
Petersburg Census Area,Alaska,3806,42.4,34183,509
Prince of Wales-Hyder Census Area,Alaska,5672,39.4,24581,850
Sitka City and Borough,Alaska,8945,38.5,32521,879
Skagway Municipality,Alaska,1080,44.3,37139,59
Southeast Fairbanks Census Area,Alaska,7047,35.9,29437,924
Valdez-Cordova Census Area,Alaska,9682,38,32579,787
Wade Hampton Census Area,Alaska,7678,22,11210,2398
Wrangell City and Borough,Alaska,2371,53.3,28474,223
Yakutat City and Borough,Alaska,607,41,34317,36
Yukon-Koyukuk Census Area,Alaska,5656,35.3,19729,1359
Apache County,Arizona,71978,32.7,12709,25573
Cochise County,Arizona,131038,39.8,23608,20786
Coconino County,Arizona,134795,31,23382,29171
Gila County,Arizona,53335,47.9,20792,11301
Graham County,Arizona,37168,31.9,17168,7402
Greenlee County,Arizona,8679,33.6,20516,1366
La Paz County,Arizona,20408,53.8,22200,3921
Maricopa County,Arizona,3889161,35,27256,639233
Mohave County,Arizona,201680,48,20833,37644
Navajo County,Arizona,107326,35.2,16626,31677
Pima County,Arizona,986891,37.8,25269,184668
Pinal County,Arizona,379128,36.1,20910,55245
Santa Cruz County,Arizona,47122,35.7,17664,12285
Yavapai County,Arizona,211968,50.1,25186,33026
Yuma County,Arizona,199026,33.4,18840,38603
Arkansas County,Arkansas,18957,41.1,23045,2924
Ashley County,Arkansas,21645,39.7,19761,4044
Baxter County,Arkansas,41281,50.9,21334,6278
Benton County,Arkansas,227439,34.7,26715,27327
Boone County,Arkansas,37099,41.5,22160,6056
Bradley County,Arkansas,11418,40.2,19386,3522
Calhoun County,Arkansas,5319,42.7,17763,777
Carroll County,Arkansas,27531,44.2,20637,5101
Chicot County,Arkansas,11621,42.4,16538,3592
Clark County,Arkansas,22912,33.5,17960,4912
Clay County,Arkansas,15790,42.9,18509,3160
Cleburne County,Arkansas,25856,46.4,23044,4003
Cleveland County,Arkansas,8648,40.3,20622,1520
Columbia County,Arkansas,24512,36.1,19439,5831
Conway County,Arkansas,21235,40.6,20040,5037
Craighead County,Arkansas,98398,33.1,23138,19542
Crawford County,Arkansas,61796,38.3,19477,12350
Crittenden County,Arkansas,50447,34.4,19665,13122
Cross County,Arkansas,17760,39.4,18701,3042
Dallas County,Arkansas,8045,43,16838,1498
Desha County,Arkansas,12774,39.3,19822,3809
Drew County,Arkansas,18686,37.4,17057,4999
Faulkner County,Arkansas,115928,31.4,24401,16147
Franklin County,Arkansas,18063,40.9,19135,3632
Fulton County,Arkansas,12266,47.3,19326,2241
Garland County,Arkansas,96547,44.2,23170,19558
Grant County,Arkansas,17922,39.6,23239,1752
Greene County,Arkansas,42580,37.6,19652,7155
Hempstead County,Arkansas,22509,38.8,17376,6080
Hot Spring County,Arkansas,33182,40.1,19286,4458
Howard County,Arkansas,13748,36.9,18707,3137
Independence County,Arkansas,36786,38.3,20289,8417
Izard County,Arkansas,13560,47.5,18040,2402
Jackson County,Arkansas,17809,41.2,15609,4237
Jefferson County,Arkansas,75782,37.5,19353,16716
Johnson County,Arkansas,25655,38.6,19366,4999
Lafayette County,Arkansas,7501,43.7,17212,1766
Lawrence County,Arkansas,17227,40.6,15971,4191
Lee County,Arkansas,10267,39.8,12529,2780
Lincoln County,Arkansas,14148,36.9,15023,2869
Little River County,Arkansas,12992,41.3,19880,1788
Logan County,Arkansas,22221,41.9,19046,3800
Lonoke County,Arkansas,69266,35.4,23218,9076
Madison County,Arkansas,15671,40.7,18754,3518
Marion County,Arkansas,16605,50.8,18188,3098
Miller County,Arkansas,43515,37.4,20636,8257
Mississippi County,Arkansas,45912,35,18905,11188
Monroe County,Arkansas,8002,43.8,16939,2268
Montgomery County,Arkansas,9387,46.9,19021,2031
Nevada County,Arkansas,8948,41.3,18695,2332
Newton County,Arkansas,8211,46.5,17884,1916
Ouachita County,Arkansas,25651,42.6,18975,5847
Perry County,Arkansas,10381,42.4,22047,1587
Phillips County,Arkansas,21253,37.4,16830,7041
Pike County,Arkansas,11250,40.7,18377,2737
Poinsett County,Arkansas,24403,39.8,16919,6665
Polk County,Arkansas,20540,43.4,19116,4711
Pope County,Arkansas,62248,35.3,19918,11455
Prairie County,Arkansas,8573,45,18137,1790
Pulaski County,Arkansas,386106,36,27414,65283
Randolph County,Arkansas,17896,41.7,18871,3809
St. Francis County,Arkansas,27914,37,15511,6816
Saline County,Arkansas,109844,38.8,25962,9315
Scott County,Arkansas,11111,41.3,18934,2188
Searcy County,Arkansas,8101,46.6,16731,2090
Sebastian County,Arkansas,126536,36.9,23222,26454
Sevier County,Arkansas,17137,34.1,16021,4125
Sharp County,Arkansas,17203,46.6,16714,4062
Stone County,Arkansas,12517,46.9,17403,3164
Union County,Arkansas,41307,39.9,20718,8734
Van Buren County,Arkansas,17147,46.7,18782,4120
Washington County,Arkansas,207911,31.2,23264,41531
White County,Arkansas,77767,36.4,21793,12914
Woodruff County,Arkansas,7180,43.6,19087,1708
Yell County,Arkansas,22014,39.6,16992,4927
Alameda County,California,1535248,36.8,35763,188501
Alpine County,California,1165,44.3,25527,184
Amador County,California,37422,49.1,27347,4150
Butte County,California,220542,37,23787,43942
Calaveras County,California,45147,50,29329,4849
Colusa County,California,21366,33.9,21579,2635
Contra Costa County,California,1065794,38.6,38219,111173
Del Norte County,California,28357,39.1,19072,5406
El Dorado County,California,180982,44.1,34884,16206
Fresno County,California,939605,30.9,20208,239584
Glenn County,California,28054,37.2,22148,5198
Humboldt County,California,134613,37.5,23540,26600
Imperial County,California,175201,31.8,16763,38286
Inyo County,California,18482,45.7,27441,2309
Kern County,California,848204,30.8,20295,186811
Kings County,California,151806,31.1,18429,28019
Lake County,California,64260,45.1,21537,15860
Lassen County,California,34018,37.3,19931,3953
Los Angeles County,California,9893481,35.1,27749,1737224
Madera County,California,151435,33.2,17847,32604
Marin County,California,254643,44.8,56791,19121
Mariposa County,California,18061,50.1,26988,2876
Mendocino County,California,87497,41.8,23306,17221
Merced County,California,258707,30,18177,64490
Modoc County,California,9468,46.9,21200,1917
Mono County,California,14217,37.2,28046,1197
Monterey County,California,420569,33,24775,68185
Napa County,California,137837,39.8,34795,13563
Nevada County,California,98509,48.5,32346,11696
Orange County,California,3051771,36.4,34057,373049
Placer County,California,355924,40.4,34886,30850
Plumas County,California,19586,49.9,29806,2917
Riverside County,California,2228528,33.9,23591,355511
Sacramento County,California,1435207,35.1,26739,248304
San Benito County,California,56115,34.5,25914,6639
San Bernardino County,California,2056915,31.9,21332,375280
San Diego County,California,3138265,34.8,30668,441648
San Francisco County,California,817501,38.5,48486,108306
San Joaquin County,California,693177,32.9,22589,123115
San Luis Obispo County,California,272094,39.5,29954,36588
San Mateo County,California,729543,39.3,45732,54905
Santa Barbara County,California,427288,33.5,30352,65740
Santa Clara County,California,1812208,36.4,41513,181376
Santa Cruz County,California,264808,36.9,32295,37239
Shasta County,California,177966,42.1,23670,30575
Sierra County,California,3127,51.3,24996,599
Siskiyou County,California,44503,47.1,22293,9216
Solano County,California,417258,37.1,28929,52358
Sonoma County,California,487469,40.2,32835,57048
Stanislaus County,California,518321,33,21663,104173
Sutter County,California,94787,34.8,23602,15596
Tehama County,California,63241,39.9,20439,12271
Trinity County,California,13638,49.8,22905,2579
Tulare County,California,446644,29.9,17894,115313
Tuolumne County,California,54728,48,25943,7411
Ventura County,California,829017,36.6,32930,90471
Yolo County,California,202288,30.7,27730,37188
Yuba County,California,72574,31.9,19244,15392
Adams County,Colorado,452030,32.6,24195,63540
Alamosa County,Colorado,15933,31.3,19487,3924
Arapahoe County,Colorado,585333,35.9,32595,69949
Archuleta County,Colorado,12109,47.8,29793,1161
Baca County,Colorado,3761,47.8,22318,551
Bent County,Colorado,6141,40.4,15081,782
Boulder County,Colorado,301072,35.7,38011,41412
Broomfield County,Colorado,57171,35.9,37442,4032
Chaffee County,Colorado,18063,47.8,27182,1358
Cheyenne County,Colorado,2189,38.6,23647,154
Clear Creek County,Colorado,9048,46.8,41716,909
Conejos County,Colorado,8256,38.2,17316,1585
Costilla County,Colorado,3552,49.5,20742,784
Crowley County,Colorado,5629,38.9,17187,1157
Custer County,Colorado,4245,54.6,25761,613
Delta County,Colorado,30659,46.7,24771,4576
Denver County,Colorado,619297,33.8,33251,116284
Dolores County,Colorado,1709,48.2,22880,253
Douglas County,Colorado,293014,36.9,43634,11248
Eagle County,Colorado,52151,34.7,39497,5666
Elbert County,Colorado,23295,43.8,36077,1503
El Paso County,Colorado,634423,33.8,28867,76520
Fremont County,Colorado,46850,43.4,18954,6262
Garfield County,Colorado,56687,35.1,26603,6598
Gilpin County,Colorado,5477,44.8,38022,589
Grand County,Colorado,14535,41.5,31684,1602
Gunnison County,Colorado,15421,34.1,27654,2545
Hinsdale County,Colorado,809,56.5,36365,41
Huerfano County,Colorado,6625,52.6,24058,1265
Jackson County,Colorado,1371,46.7,25936,121
Jefferson County,Colorado,540669,40.4,36087,45991
Kiowa County,Colorado,1423,40.9,22482,243
Kit Carson County,Colorado,8189,38.8,21850,1027
Lake County,Colorado,7332,34.9,25029,1032
La Plata County,Colorado,52039,38.3,30151,5687
Larimer County,Colorado,305798,35.5,30740,41846
Las Animas County,Colorado,15136,44.4,22180,2599
Lincoln County,Colorado,5442,39.3,19703,532
Logan County,Colorado,22607,37.2,22581,3788
Mesa County,Colorado,147432,38.2,26700,21157
Mineral County,Colorado,761,60.8,42255,49
Moffat County,Colorado,13447,36.3,24577,1515
Montezuma County,Colorado,25512,42.9,23548,4831
Montrose County,Colorado,41020,42.8,22897,6484
Morgan County,Colorado,28308,36,20680,3679
Otero County,Colorado,18817,40.5,19078,4573
Ouray County,Colorado,4475,52.5,33015,251
Park County,Colorado,16131,47.5,31504,1451
Phillips County,Colorado,4383,40.4,20720,858
Pitkin County,Colorado,17173,43.3,51814,1730
Prowers County,Colorado,12473,37.1,18941,2808
Pueblo County,Colorado,160048,38.9,21940,29637
Rio Blanco County,Colorado,6770,38,27586,974
Rio Grande County,Colorado,11913,41.4,20557,2227
Routt County,Colorado,23409,39.7,34873,2094
Saguache County,Colorado,6200,44.6,20726,1518
San Juan County,Colorado,659,43.2,24711,113
San Miguel County,Colorado,7496,38.9,40827,793
Sedgwick County,Colorado,2376,47.2,21536,441
Summit County,Colorado,28091,36,34025,3836
Teller County,Colorado,23276,48,31075,1614
Washington County,Colorado,4796,44.2,24977,598
Weld County,Colorado,258780,33.5,25468,37096
Yuma County,Colorado,10093,35.8,22498,818
Fairfield County,Connecticut,926233,39.7,48721,82958
Hartford County,Connecticut,895827,40,34698,100947
Litchfield County,Connecticut,188629,44.9,37667,11970
Middlesex County,Connecticut,165690,43.4,39992,10207
New Haven County,Connecticut,862611,39.4,32523,103599
New London County,Connecticut,274090,40.5,33782,22772
Tolland County,Connecticut,152366,38,34392,8950
Windham County,Connecticut,118115,39.7,27893,12945
Kent County,Delaware,165030,36.7,24851,20720
New Castle County,Delaware,542784,37.2,32406,56494
Sussex County,Delaware,200632,45.9,26908,26419
District of Columbia,District of Columbia,619371,33.8,45290,109200
Alachua County,Florida,249848,30.3,24857,58496
Baker County,Florida,27069,36.2,19852,4252
Bay County,Florida,170704,39.7,24498,24583
Bradford County,Florida,27981,39.9,17749,4404
Brevard County,Florida,545667,45.9,27009,72534
Broward County,Florida,1784889,39.8,28205,252152
Calhoun County,Florida,14700,40.1,14675,2956
Charlotte County,Florida,161276,56.7,26286,19879
Citrus County,Florida,140214,54.6,23148,23062
Clay County,Florida,192665,38.7,26577,18652
Collier County,Florida,328209,47.6,36439,45806
Columbia County,Florida,67568,39.9,19306,12587
DeSoto County,Florida,34651,38.6,15088,9602
Dixie County,Florida,16234,45.6,16851,2641
Duval County,Florida,872598,35.8,26143,144738
Escambia County,Florida,300795,37.4,23441,50783
Flagler County,Florida,97301,48.2,24497,15985
Franklin County,Florida,11554,42.7,19843,1972
Gadsden County,Florida,46860,39.4,17615,11814
Gilchrist County,Florida,16917,40.6,20180,3779
Glades County,Florida,13080,43.8,16011,2893
Gulf County,Florida,15793,44.2,18546,2209
Hamilton County,Florida,14655,40,16295,2683
Hardee County,Florida,27336,33.7,15366,7564
Hendry County,Florida,38346,33,16133,9648
Hernando County,Florida,173119,48,21411,26352
Highlands County,Florida,98275,51.8,20072,19475
Hillsborough County,Florida,1257913,36.3,27149,208532
Holmes County,Florida,19864,42.3,16845,4295
Indian River County,Florida,139356,49.6,30532,20839
Jackson County,Florida,49326,40.6,17525,8280
Jefferson County,Florida,14469,44.2,21184,2164
Lafayette County,Florida,8745,35.3,18660,1510
Lake County,Florida,300926,46,24183,40870
Lee County,Florida,633968,46,27348,96549
Leon County,Florida,278624,29.7,26196,61553
Levy County,Florida,40289,45.8,18304,9348
Liberty County,Florida,8308,37.7,16266,1621
Madison County,Florida,19070,40.9,15538,3816
Manatee County,Florida,329487,45.9,27322,49177
Marion County,Florida,333503,47.6,21992,58957
Martin County,Florida,147786,50.1,34057,18766
Miami-Dade County,Florida,2549075,38.5,23174,498751
Monroe County,Florida,74213,46.5,33974,9844
Nassau County,Florida,74163,43.4,28926,9207
Okaloosa County,Florida,185852,37.4,28600,24183
Okeechobee County,Florida,39642,39.6,17787,9955
Orange County,Florida,1175416,34,24877,195229
Osceola County,Florida,279837,35.6,19007,49482
Palm Beach County,Florida,1339221,43.7,32858,192034
Pasco County,Florida,468194,44,23736,64002
Pinellas County,Florida,920015,46.6,29262,127141
Polk County,Florida,610295,40.1,21285,108507
Putnam County,Florida,73683,43.7,18377,19055
St. Johns County,Florida,197115,42.5,36836,18748
St. Lucie County,Florida,281015,42.9,23285,51168
Santa Rosa County,Florida,155579,39.2,26861,18546
Sarasota County,Florida,383094,53.1,32313,46078
Seminole County,Florida,427184,38.6,28675,47668
Sumter County,Florida,98409,63.8,27504,10731
Suwannee County,Florida,42865,41.8,18431,9772
Taylor County,Florida,22660,41.4,17045,3232
Union County,Florida,15307,39.2,13590,2079
Volusia County,Florida,496268,45.7,23973,81484
Wakulla County,Florida,30824,39.6,21797,3917
Walton County,Florida,56590,43.1,25845,9716
Washington County,Florida,24702,40.5,17385,4500
Appling County,Georgia,18354,38.4,19643,4101
Atkinson County,Georgia,8332,34.7,15958,2671
Bacon County,Georgia,11159,36,18558,2031
Baker County,Georgia,3410,42,17019,1073
Baldwin County,Georgia,46018,34.1,18622,12514
Banks County,Georgia,18333,38.8,20231,3047
Barrow County,Georgia,69933,34.2,21379,9518
Bartow County,Georgia,100382,36.7,21022,16996
Ben Hill County,Georgia,17576,37.7,14204,6556
Berrien County,Georgia,19174,38.1,16784,4246
Bibb County,Georgia,155524,35.4,20982,37039
Bleckley County,Georgia,12961,37.4,20156,2665
Brantley County,Georgia,18409,38.5,16938,4010
Brooks County,Georgia,15885,40.9,19409,3756
Bryan County,Georgia,31410,35.6,27556,3641
Bulloch County,Georgia,71190,25.9,18587,20708
Burke County,Georgia,23223,35.9,16171,7680
Butts County,Georgia,23563,38.3,20363,3051
Calhoun County,Georgia,6592,38.7,14868,1972
Camden County,Georgia,50799,31.4,22701,7651
Candler County,Georgia,11045,37.3,17974,2762
Carroll County,Georgia,111160,33.7,21227,20274
Catoosa County,Georgia,64606,38.8,21690,8926
Charlton County,Georgia,13080,39,17102,2285
Chatham County,Georgia,271102,34.1,25093,49959
Chattahoochee County,Georgia,12193,23.5,20042,1101
Chattooga County,Georgia,25670,39.9,16045,5706
Cherokee County,Georgia,218277,36.7,29615,21292
Clarke County,Georgia,118864,26.2,19295,39692
Clay County,Georgia,3133,40.7,12982,1368
Clayton County,Georgia,262455,32,17950,61713
Clinch County,Georgia,6766,37.4,17815,1936
Cobb County,Georgia,699235,35.7,33069,88408
Coffee County,Georgia,42841,35,17031,9572
Colquitt County,Georgia,45781,34.9,17025,11965
Columbia County,Georgia,128213,36.7,30949,10571
Cook County,Georgia,17066,36.5,18592,3889
Coweta County,Georgia,129397,37.1,26757,16305
Crawford County,Georgia,12607,41.8,20556,2568
Crisp County,Georgia,23521,37.8,18185,7168
Dade County,Georgia,16580,39.4,21690,2448
Dawson County,Georgia,22387,40.8,27330,3430
Decatur County,Georgia,27676,37.8,18059,7167
DeKalb County,Georgia,700308,34.6,28810,130160
Dodge County,Georgia,21502,39,18114,3829
Dooly County,Georgia,14554,41.1,14510,3525
Dougherty County,Georgia,94220,33.6,18619,28313
Comerío Municipio,Puerto Rico,20676,35.5,6803,12209
Manatí Municipio,Puerto Rico,43497,38,9886,20176
San Germán Municipio,Puerto Rico,35070,40.3,9054,16041
Río Grande Municipio,Puerto Rico,54035,37.3,10552,21466
Juana Díaz Municipio,Puerto Rico,50365,35.1,8325,26490
Loíza Municipio,Puerto Rico,29549,34.1,8739,13529
Peñuelas Municipio,Puerto Rico,23783,34,6808,14281
Canóvanas Municipio,Puerto Rico,47730,35.9,10473,20366
Rincón Municipio,Puerto Rico,15094,41.3,8978,8064
Oxford County,Maine,57657,45,21441,8399
Penobscot County,Maine,153649,40.4,23895,25019
Piscataquis County,Maine,17343,48.5,21818,3160
Sagadahoc County,Maine,35194,44.5,28829,3888
Somerset County,Maine,51942,44.3,21513,9083
Waldo County,Maine,38819,44.4,22853,6242
